name,lat,lon,2023_08_01,2023_08_02,2023_08_03,2023_08_04,2023_08_05,2023_08_06,2023_08_07,2023_08_08,2023_08_09,2023_08_10,2023_08_11,2023_08_12,2023_08_13,2023_08_14,2023_08_15,2023_08_16,2023_08_17,2023_08_18,2023_08_19,2023_08_20
p_37.113150_140.212262,37.11315,140.212262,,,,,,,,,,,,,0.13714285714285715,,,,,,,
p_37.113558_140.211903,37.113558,140.211903,,,,,,,,,,,,,0.14285714285714285,,,,,,,
p_37.113902_140.210442,37.113902,140.210442,,,,,,,,,,,,,0.12571428571428572,,,,,,,
p_37.113912_140.210373,37.113912,140.210373,,,,,,,,,,,,,0.12857142857142856,,,,,,,
p_37.113945_140.211560,37.113945,140.21156,,,,,,,,,,,,,0.14285714285714285,,,,,,,
p_37.114025_140.210300,37.114025,140.2103,,,,,,,,,,,,,0.15142857142857144,,,,,,,
p_37.114090_140.210778,37.11409,140.210778,,,,,,,,,,,,,0.13428571428571429,,,,,,,
p_37.114283_140.211227,37.114283,140.211227,,,,,,,,,,,,,0.16285714285714287,,,,,,,
p_37.114360_140.210470,37.11436,140.21047,,,,,,,,,,,,,0.15428571428571428,,,,,,,
p_37.114372_140.201160,37.114372,140.20116,,,,,,,,,,,,,0.13428571428571429,,,,,,,
p_37.114422_140.211298,37.114422,140.211298,,,,,,,,,,,,,0.1457142857142857,,,,,,,
p_37.114643_140.210903,37.114643,140.210903,,,,,,,,,,,,,0.16,,,,,,,
p_37.114687_140.200498,37.114687,140.200498,,,,,,,,,,,,,0.14,,,,,,,
p_37.114733_140.210620,37.114733,140.21062,,,,,,,,,,,,,0.1457142857142857,,,,,,,
p_37.114820_140.211923,37.11482,140.211923,,,,,,,,,,,,,0.14,,,,,,,
p_37.114877_140.210693,37.114877,140.210693,,,,,,,,,,,,,0.15142857142857144,,,,,,,
p_37.114970_140.199887,37.11497,140.199887,,,,,,,,,,,,,0.1457142857142857,,,,,,,
p_37.115235_140.199312,37.115235,140.199312,,,,,,,,,,,,,0.13142857142857142,,,,,,,
p_37.115237_140.212547,37.115237,140.212547,,,,,,,,,,,,,0.13714285714285715,,,,,,,
p_37.115492_140.212935,37.115492,140.212935,,,,,,,,,,,,,0.14,,,,,,,
p_37.115510_140.198702,37.11551,140.198702,,,,,,,,,,,,,0.12857142857142856,,,,,,,
p_37.115828_140.198060,37.115828,140.19806,,,,,,,,,,,,,0.12285714285714286,,,,,,,
p_37.116135_140.197433,37.116135,140.197433,,,,,,,,,,,,,0.12,,,,,,,
p_37.116410_140.196913,37.11641,140.196913,,,,,,,,,,,,,0.11428571428571428,,,,,,,
p_37.116693_140.196520,37.116693,140.19652,,,,,,,,,,,,,0.10857142857142857,,,,,,,
p_37.117058_140.196160,37.117058,140.19616,,,,,,,,,,,,,0.10571428571428572,,,,,,,
p_37.117523_140.195868,37.117523,140.195868,,,,,,,,,,,,,0.11142857142857143,,,,,,,
p_37.118035_140.195665,37.118035,140.195665,,,,,,,,,,,,,0.1,,,,,,,
p_37.118263_140.215133,37.118263,140.215133,,,,,,,,,,,,,0.14285714285714285,,,,,,,
p_37.118527_140.195473,37.118527,140.195473,,,,,,,,,,,,,0.09428571428571429,,,,,,,
p_37.118862_140.215455,37.118862,140.215455,,,,,,,,,,,,,0.15142857142857144,,,,,,,
p_37.118927_140.195300,37.118927,140.1953,,,,,,,,,,,,,0.09428571428571429,,,,,,,
p_37.119283_140.195157,37.119283,140.195157,,,,,,,,,,,,,0.08,,,,,,,
p_37.119477_140.215732,37.119477,140.215732,,,,,,,,,,,,,0.14857142857142858,,,,,,,
p_37.119713_140.194983,37.119713,140.194983,,,,,,,,,,,,,0.08857142857142856,,,,,,,
p_37.120097_140.215967,37.120097,140.215967,,,,,,,,,,,,,0.1457142857142857,,,,,,,
p_37.120147_140.194820,37.120147,140.19482,,,,,,,,,,,,,0.08571428571428572,,,,,,,
p_37.120640_140.194697,37.12064,140.194697,,,,,,,,,,,,,0.08285714285714285,,,,,,,
p_37.120757_140.216200,37.120757,140.2162,,,,,,,,,,,,,0.13142857142857142,,,,,,,
p_37.121142_140.194733,37.121142,140.194733,,,,,,,,,,,,,0.08285714285714285,,,,,,,
p_37.121392_140.216448,37.121392,140.216448,,,,,,,,,,,,,0.11428571428571428,,,,,,,
p_37.121552_140.194823,37.121552,140.194823,,,,,,,,,,,,,0.09142857142857143,,,,,,,
p_37.121803_140.194887,37.121803,140.194887,,,,,,,,,,,,,0.08857142857142856,,,,,,,
p_37.121882_140.194900,37.121882,140.1949,,,,,,,,,,,,,0.08857142857142856,,,,,,,
p_37.121948_140.194918,37.121948,140.194918,,,,,,,,,,,,,0.08285714285714285,,,,,,,
p_37.122023_140.216667,37.122023,140.216667,,,,,,,,,,,,,0.11142857142857143,,,,,,,
p_37.122253_140.195018,37.122253,140.195018,,,,,,,,,,,,,0.09428571428571429,,,,,,,
p_37.122542_140.187275,37.122542,140.187275,,,,,,,,,,,,,0.12857142857142856,,,,,,,
