県北地方　環境放射能測定結果（暫定値）,,,,（平成23年3月17日～31日）,,,,,,,,モニタリング２－１(県北),,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,単位：μGy/h≒μSv/ｈ（ﾏｲｸﾛｸﾞﾚｲ/時間≒ﾏｲｸﾛｼｰﾍﾞﾙﾄ/時間）,,
,,"国見町
役場","福島北警察署桑折分庁舎
(桑折町)","伊達
市役所","農業総合センター
果樹研究所
(福島市)","福島
市役所","福島西
IC","ふくしま自治研修センター
(福島市)","川俣町
役場","二本松
市役所","二本松市
東和支所","川俣町
山木屋
郵便局","大玉村
役場","本宮
市役所",,
福島第一原発からの方向及び距離,,"北西
3月22日(火),1回目,"0.37
（12時43分）","0.57
（12時25分）","0.18
（15時33分）","0.63
（11時47分）","0.35
（11時17分）","0.58
（14時55分）","0.84
（14時30分）","0.43
(16時12分)","0.28
(16時38分)","0.22
(17時06分)","0.33
(17時37分)","0.42
(19時12分)",,,
,2回目,,,,,,,,,,,,,,,
3月23日(水),1回目,"0.34
（12時09分）","0.46
（11時40分）","0.17
（14時45分）","0.50
（11時08分）","0.32
（10時22分）","0.48
（14時08分）","0.78
（13時19分）","0.37
(15時15分)","0.26
(16時02分)","0.20
(16時35分)","0.30
(17時05分)","0.36
(18時50分)",,,
,2回目,,,,,,,,,,,,,,,
3月24日(木),1回目,"0.32
(10時58分)","0.44
(10時42分)","0.13
(13時05分)","0.45
(10時12分)","0.29
(9時50分)","0.40
(11時44分)","0.68
(11時25分)","0.38
(13時36分)","0.24
(13時54分)","0.20
(14時25分)","0.27
(15時02分)","0.33
(16時34分)",,,
,2回目,,,,,,,,,,,,,,,
"3月25日
(金)",1回目,"0.23
(11時11分)","0.41
(10時40分)","0.14
(13時23分)","0.44
(10時09分)","0.26
(9時45分)","0.39
(12時55分)","0.86
(12時07分)","0.32
(13時51分)","0.21
(14時07分)","0.18
(14時32分)","0.27
(15時02分)","0.31
(17時24分)",,,
,2回目,,,,,,,,,,,,,,,
"3月26日
(土)",1回目,"0.26
(10時40分)","0.37
(10時24分)","0.12
(11時58分)","0.38
(9時58分)","0.28
(9時35分)","0.31
(11時26分)","0.55
(11時10分)","0.29
(13時00分)","0.21
(13時15分)","0.16
(13時38分)","0.19
(14時03分)","0.26
(15時21分)",,,
,2回目,,,,,,,,,,,,,,,
"3月27日
(日)",1回目,"0.25
(10時30分)","0.36
(10時16分)","0.13
(11時35分)","0.40
(9時52分)","0.28
(9時32分)","0.35
(11時09分)","0.76
(10時54分)","0.32
(12時23分)","0.20
(12時39分)","0.17
(13時01分)","0.21
(13時25分)","0.28
(14時46分)",,,
,2回目,,,,,,,,,,,,,,,
"3月28日
(月)",1回目,"0.20
(10時38分)","0.33
(10時19分)","0.13
(12時50分)","0.34
(9時47分)","0.24
(9時20分)","0.31
(11時36分)","0.45
(11時12分)","0.26
(13時20分)","0.19
(13時43分)","0.15
(14時10分)","0.21
(14時44分)","0.23
(16時20分)",,,
,2回目,,,,,,,,,,,,,,,
3月29日（火）,1回目,"0.20
(10時21分)","0.33
(10時07分)","0.11
(11時32分)","0.35
(9時40分)","0.25
(9時21分)","0.29
(11時06分)","0.47
(10時50分)","0.26
(11時58分)","0.18
(12時54分)","0.13
(13時22分)","0.18
(13時53分)","0.25
(15時14分)",,,
,2回目,,,,,,,,,,,,,,,
3月30日（水）,1回目,"0.22
(10時30分)","0.30
(10時07分)","0.10
(12時00分)","0.32
(9時40分)","0.22
(9時22分)","0.30
(11時20分)","0.43
(11時05分)","0.26
(13時22分)","0.16
(13時43分)","0.14
(14時14分)","0.18
(14時41分)","0.24
(16時21分)",,,
,2回目,,,,,,,,,,,,,,,
,1回目,0.2,0.31,0.12,0.34,0.22,0.25,0.39,0.21,0.2,0.14,0.22,0.21,,,
3月31日,,(10時26分),(10時11分),(11時40分),(9時44分),(9時26分),(11時07分),(10時51分),(13時06分),(13時21分),(13時58分),(14時23分),(16時09分),,,
(木),2回目,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"※留意点１　これまでの定点での測定値に加え、環境放射能測定値の高い地域周辺を移動して測定した結果です。
※留意点２　測定装置は全てサーベイメータです。",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
南会津・相双・いわき市　環境放射能測定結果（暫定値）,,,,,（平成23年3月20日～31日）,,,,,,モニタリング２－５(南会津・相双・いわき市),,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,単位：μGy/h≒μSv/ｈ（ﾏｲｸﾛｸﾞﾚｲ/時間≒ﾏｲｸﾛｼｰﾍﾞﾙﾄ/時間）,,
,,南会津地方,,,相双地方,,いわき市,,,,,,,,,
,,"下郷町
役場","檜枝岐村
役場","只見町
役場","相馬
市役所","新地町
役場","いわき市
三和支所","いわき市
小川支所","いわき市
勿来支所","いわき市
田人支所","いわき市
小名浜支所","小名浜
藤原埠頭","いわき市
四倉支所",ＪＲ久ノ浜駅,,
福島第一原発からの方向及び距離,,"西
約１０４Km","西南西
約１５２Km","西
約１５２Km","北北西
約４２Km","北北西
約５１Km","南西
約４４Km","南南西
約３６Km","南南西
約６１Km","南南西
約６０Km","南南西
約５３Km","南南西
約５７Km","南
約３５Km","南
約３１Km",,
3月20日(日),1回目,,,,"1.42
(10時30分)","0.72
(11時20分)","0.76
(8時54分)","1.37
(8時09分)","0.41
(10時31分)","0.52
(9時55分)","0.65
(11時32分)","0.57
(10時53分)",,,,
,2回目,,,,"1.36
(15時50分)","0.74
(15時20分)","0.76
(15時45分)","0.82
(15時10分)","0.42
(17時12分)","0.43
(15時42分)","0.65
(18時08分)","0.53
(17時48分)",,,,
3月21日(月),1回目,"0.11
（9時30分）","0.11
（11時05分）","0.10
（9時35分）","1.27
（10時50分）","0.74
(11時25分）","0.64
(9時25分)","0.77
(8時40分)","2.80
(10時54分)","0.82
(10時25分)","0.69
(11時50分)","0.77
(11時30分)",,,,
,2回目,"0.11
（14時30分）","0.12
（15時59分）","0.10
（14時23分）","1.25
（14時30分）","0.72
(14時00分)","0.62
（14時45分）","2.24
(14時05分）","1.86
（16時15分）","3.99
（15時40分）","0.76
（17時00分）","0.84
（16時40分）",,,,
3月22日(火),1回目,"0.11
（9時30分）","0.10
（10時55分）","0.13
（9時23分）","1.30
（10時38分）","0.64
（11時33分）","1.03
（9時40分）","1.90
（8時23分）","1.89
（11時:00分）","7.95
（10時35分）","1.21
（11時42分）","1.12
（11時24分）","3.52
（8時51分）",,,
,2回目,"0.11
（14時30分）","0.12
（15時53分）","0.12
(14時30分）","1.73
（15時15分）","0.67
（15時04分）","0.86
（14時57分）","1.56
（14時16分）","1.79
（16時20分）","7.74
（15時52分）","1.09
（16時50分）","2.56
（16時35分）",,,,
3月23日(水),1回目,"0.11
（9時30分）","0.12
（10時53分）","0.11
（9時26分）","1.28
（10時10分）","0.66
（10時04分）",,"1.45
（8時46分）","1.44
（11時06分）","6.43
（10時34分）","1.10
（11時45分）","0.83
（11時30分）","2.55
（9時30分）",,,
,2回目,"0.11
（14時30分）","0.11
（15時50分）","0.11
（14時25分）","1.56
（15時05分）","0.65
（15時13分）","0.73
（15時15分）","1.49
（14時35分）","1.17
（16時50分）","6.59
（16時15分）","0.85
（17時25分）","1.12
（17時10分）",,,,
3月24日(木),1回目,"0.12
(9時30分)","0.10
(10時59分)","0.11
(9時26分)","1.47
(10時00分)","0.54
(10時08分)","0.69
(10時56分)","1.45
(9時40分)",,,"0.70
(12時10分)","0.70
(11時55分)","1.86
(8時29分)",,,
,2回目,"0.11
(14時30分)","0.11
(15時55分)","0.11
(14時24分)","1.69
(15時00分)","0.64
(15時04分)",,"1.19
(13時45分)","1.00
(15時35分)","5.74
(15時00分)","0.67
(16時15分)","1.08
(15時55分)",,,,
"3月25日
(金)",1回目,"0.11
(9時30分)","0.11
(11時02分)","0.11
(9時32分)","1.34
(15時15分)","0.58
(15時04分)","0.64
(10時30分)","1.01
(9時07分)","1.03
(12時02分)","4.25
(11時30分)","0.61
(12時40分)","0.61
(12時26分)","1.85
(9時31分)",,,
,2回目,"0.11
(14時30分)","0.09
(15時58分)","0.12
(14時22分)",,,"0.62
(15時20分)","1.07
(14時40分)","1.03
(16時35分)","3.34
(16時10分)","0.56
(17時10分)","0.55
(16時55分)",,,,
"3月26日
(土)",1回目,"0.12
(9時30分)","0.09
(10時57分)","0.09
(9時28分)","1.27
(15時00分)","0.53
(15時04分)","0.60
(10時25分)","0.98
(9時05分)","0.83
(11時35分)","3.04
(11時10分)","0.51
(12時15分)","0.45
(12時00分)","1.80
(9時30分)",,,
,2回目,"0.11
(14時30分)","0.09
(15時48分)","0.09
(14時20分)",,,"0.56
(15時00分)","0.87
(14時25分)","0.90
(16時15分)","2.97
(15時50分)","0.49
(16時45分)","0.44
(16時35分)",,,,
"3月27日
(日)",1回目,"0.11
(9時30分)","0.09
(10時56分)","0.09
(9時29分)","1.11
(15時00分)","0.46
(15時03分)","0.62
(9時56分)","0.85
(9時13分)","0.95
(11時11分)","2.84
(10時45分)","0.53
(11時43分)","0.87
(11時30分)","1.15
(8時46分)",,,
,2回目,"0.11
(14時30分)","0.09
(15時52分)","0.09
(14時21分)",,,"0.61
(15時15分)","0.85
(14時30分)","0.86
(16時30分)","2.99
(16時06分)","0.54
(17時05分)","0.99
(16時52分)",,,,
"3月28日
(月)",1回目,"0.11
(9時30分)","0.10
(11時00分)","0.10
(9時30分)","0.95
(15時00分)","0.41
(15時04分)","0.57
(10時35分)","0.82
(9時30分)","0.74
(11時53分)","2.60
(11時25分)","0.50
(12時25分)","0.61
(12時15分)","1.19
(8時52分)","1.67
(9時05分)",,
,2回目,"0.10
(14時30分)","0.10
(16時00分)","0.09
(14時30分)",,,"0.49
(14時58分)","0.73
(14時20分)","0.59
(16時15分)","2.18
(15時48分)","0.45
(16時50分)","0.60
(16時35分)",,,,
3月29日（火）,1回目,"0.12
(9時30分)","0.09
(10時54分)","0.10
(9時30分)","0.76
(10時00分)","0.39
(10時23分)","0.44
(11時04分)","0.63
(10時26分)","0.57
(12時28分)","1.94
(12時05分)","0.40
(13時10分)","0.65
(12時50分)","1.12
(9時15分)","1.46
(9時35分)",,
,2回目,"0.11
(14時30分)","0.09
(15時57分)","0.09
(14時28分)","0.67
(15時00分)","0.39
(15時10分)","0.49
(15時20分)","0.64
(14時34分)","0.60
(16時50分)","1.94
(16時20分)","0.43
(17時25分)","0.69
(12時50分)",,,,
3月30日（水）,1回目,"0.08
(9時30分)","0.09
(10時55分)","0.09
(9時25分)","0.61
(10時00分)","0.38
(10時02分)","0.46
(10時42分)","0.60
(9時12分)","0.49
(12時00分)","1.66
(11時36分)","0.36
(12時35分)","0.35
(12時25分)","0.96
(9時37分)","1.28
(9時55分)",,
,2回目,"0.08
(14時30分)","0.09
(15時52分)","0.09
(14時25分)","0.63
(15時30分)","0.36
(15時36分)","0.43
(15時20分)","0.57
(14時45分)","0.53
(16時40分)","1.79
(16時10分)","0.40
(17時15分)","0.33
(17時00分)",,,,
,1回目,0.1,0.1,0.1,0.65,0.42,0.44,0.51,0.44,1.44,0.39,0.35,0.78,1.13,,
3月31日,,(9時30分),(11時01分),(9時30分),(10時00分),(9時55分),(10時10分),(9時30分),(11時30分),(11時00分),(12時05分),(11時50分),(8時46分),(9時00分),,
(木),2回目,0.09,0.11,0.09,0.58,0.45,0.42,0.49,0.42,1.46,0.35,0.54,,,,
,,(14時30分),(15時59分),(14時29分),(15時10分),(15時12分),(15時13分),(14時34分),(16時37分),(16時00分),(17時10分),(16時57分),,,,
,,,,,,,,,,,,,,,,
"※留意点１　これまでの定点での測定値に加え、環境放射能測定値の高い地域周辺を移動して測定した結果です。
※留意点２　測定装置は全てサーベイメータです。",,,,,,,,,,,,,,,,
